,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
127,HOU,2024,Dillon Brooks,Fred VanVleet,Jalen Green,Jabari Smith Jr.,Alperen Sengun,Jae'Sean Tate,Aaron Holiday,Jock Landale,Jeff Green,Jermaine Samuels,Nate Hinton,Cam Whitmore,,,
128,CHO,2024,Gordon Hayward,P.J. Washington,Terry Rozier,LaMelo Ball,Mark Williams,Brandon Miller,Nick Richards,JT Thor,Théo Maledon,,,,,,
129,IND,2024,Tyrese Haliburton,Bruce Brown,Myles Turner,Obi Toppin,Bennedict Mathurin,Buddy Hield,Aaron Nesmith,Jalen Smith,Andrew Nembhard,T.J. McConnell,,,,,
130,UTA,2024,Lauri Markkanen,Jordan Clarkson,John Collins,Talen Horton-Tucker,Walker Kessler,Keyonte George,Collin Sexton,Kelly Olynyk,Ochai Agbaji,Simone Fontecchio,Luka Šamanić,Omer Yurtseven,,,
131,MIN,2024,Anthony Edwards,Karl-Anthony Towns,Rudy Gobert,Mike Conley,Jaden McDaniels,Kyle Anderson,Naz Reid,Nickeil Alexander-Walker,Shake Milton,Josh Minott,Troy Brown Jr.,Jordan McLaughlin,Daishen Nix,,
132,ATL,2024,Trae Young,Dejounte Murray,Jalen Johnson,De'Andre Hunter,Clint Capela,Saddiq Bey,Bogdan Bogdanović,Onyeka Okongwu,Garrison Mathews,,,,,,
133,NOP,2024,CJ McCollum,Herbert Jones,Zion Williamson,Brandon Ingram,Jonas Valančiūnas,Jordan Hawkins,Dyson Daniels,Matt Ryan,Larry Nance Jr.,Kira Lewis Jr.,E.J. Liddell,,,,
134,LAL,2024,LeBron James,D'Angelo Russell,Austin Reaves,Anthony Davis,Cam Reddish,Christian Wood,Max Christie,Jaxson Hayes,Colin Castleton,Alex Fudge,D'Moi Hodge,Maxwell Lewis,,,
135,ORL,2024,Paolo Banchero,Franz Wagner,Anthony Black,Jalen Suggs,Goga Bitadze,Joe Ingles,Cole Anthony,Moritz Wagner,Jonathan Isaac,Admiral Schofield,Caleb Houstan,Jett Howard,Chuma Okeke,,
136,PHO,2024,Kevin Durant,Eric Gordon,Grayson Allen,Keita Bates-Diop,Jusuf Nurkić,Josh Okogie,Yuta Watanabe,Drew Eubanks,Jordan Goodwin,Chimezie Metu,Nassir Little,Saben Lee,,,
137,PHI,2024,Tyrese Maxey,Kelly Oubre Jr.,Tobias Harris,Joel Embiid,De'Anthony Melton,Robert Covington,Furkan Korkmaz,Paul Reed,Patrick Beverley,Jaden Springer,Mo Bamba,KJ Martin,,,
138,GSW,2024,Klay Thompson,Stephen Curry,Draymond Green,Andrew Wiggins,Kevon Looney,Chris Paul,Jonathan Kuminga,Moses Moody,Dario Šarić,Gary Payton II,Trayce Jackson-Davis,Brandin Podziemski,Cory Joseph,,
139,CLE,2024,Max Strus,Donovan Mitchell,Darius Garland,Evan Mobley,Jarrett Allen,Caris LeVert,Georges Niang,Dean Wade,Tristan Thompson,Damian Jones,Sam Merrill,,,,
140,CHO,2024,LaMelo Ball,Brandon Miller,P.J. Washington,Gordon Hayward,Mark Williams,Théo Maledon,Nick Richards,JT Thor,Bryce McGowens,Ish Smith,,,,,
141,DAL,2024,Luka Dončić,Kyrie Irving,Dereck Lively II,Grant Williams,Derrick Jones Jr.,Tim Hardaway Jr.,Josh Green,Dwight Powell,Jaden Hardy,Dante Exum,,,,,
142,PHO,2024,Kevin Durant,Eric Gordon,Grayson Allen,Jusuf Nurkić,Keita Bates-Diop,Josh Okogie,Jordan Goodwin,Yuta Watanabe,Drew Eubanks,Saben Lee,Bol Bol,Udoka Azubuike,Chimezie Metu,,
143,DET,2024,Cade Cunningham,Ausar Thompson,Isaiah Stewart,Killian Hayes,Jalen Duren,Marcus Sasser,Joe Harris,Marvin Bagley III,Stanley Umude,Malcolm Cazalon,Jared Rhoden,,,,
144,MEM,2024,Jaren Jackson Jr.,Desmond Bane,Marcus Smart,Ziaire Williams,Bismack Biyombo,Luke Kennard,Santi Aldama,David Roddy,Jacob Gilyard,Kenneth Lofton Jr.,,,,,
145,POR,2024,Shaedon Sharpe,Malcolm Brogdon,Jerami Grant,Deandre Ayton,Matisse Thybulle,Toumani Camara,Skylar Mays,Jabari Walker,Robert Williams,,,,,,
146,TOR,2024,Scottie Barnes,Dennis Schröder,OG Anunoby,Pascal Siakam,Jakob Poeltl,Gary Trent Jr.,Otto Porter Jr.,Malachi Flynn,Gradey Dick,Jalen McDaniels,,,,,
147,SAS,2024,Zach Collins,Victor Wembanyama,Keldon Johnson,Jeremy Sochan,Malaki Branham,Tre Jones,Cedi Osman,Doug McDermott,Charles Bassey,Julian Champagnie,,,,,
148,MIL,2024,Giannis Antetokounmpo,Damian Lillard,Brook Lopez,Khris Middleton,Malik Beasley,Jae Crowder,Bobby Portis,Pat Connaughton,Cameron Payne,MarJon Beauchamp,,,,,
149,BRK,2024,Cam Thomas,Mikal Bridges,Dorian Finney-Smith,Ben Simmons,Spencer Dinwiddie,Royce O'Neale,Lonnie Walker IV,Dennis Smith Jr.,Day'Ron Sharpe,,,,,,
150,UTA,2024,Lauri Markkanen,Walker Kessler,Jordan Clarkson,John Collins,Talen Horton-Tucker,Kelly Olynyk,Keyonte George,Collin Sexton,Ochai Agbaji,Kris Dunn,Luka Šamanić,Omer Yurtseven,Simone Fontecchio,,
151,CHI,2024,Zach LaVine,Nikola Vučević,DeMar DeRozan,Coby White,Torrey Craig,Patrick Williams,Alex Caruso,Jevon Carter,Ayo Dosunmu,Andre Drummond,Dalen Terry,Julian Phillips,Terry Taylor,,
152,NOP,2024,Jordan Hawkins,Zion Williamson,Brandon Ingram,Herbert Jones,Jonas Valančiūnas,Matt Ryan,Dyson Daniels,Larry Nance Jr.,Kira Lewis Jr.,Cody Zeller,,,,,
153,DEN,2024,Nikola Jokić,Aaron Gordon,Kentavious Caldwell-Pope,Michael Porter Jr.,Reggie Jackson,Julian Strawther,Peyton Watson,Christian Braun,Collin Gillespie,Zeke Nnaji,,,,,
154,GSW,2024,Stephen Curry,Klay Thompson,Draymond Green,Kevon Looney,Andrew Wiggins,Gary Payton II,Chris Paul,Dario Šarić,Moses Moody,Jonathan Kuminga,,,,,
155,DET,2024,Cade Cunningham,Isaiah Stewart,Ausar Thompson,Killian Hayes,Marvin Bagley III,Marcus Sasser,Stanley Umude,James Wiseman,Jared Rhoden,,,,,,
156,SAC,2024,Domantas Sabonis,Keegan Murray,Davion Mitchell,Kevin Huerter,Harrison Barnes,Chris Duarte,Malik Monk,Keon Ellis,Colby Jones,Kessler Edwards,Sasha Vezenkov,JaVale McGee,Jordan Ford,Alex Len,
157,HOU,2024,Dillon Brooks,Fred VanVleet,Alperen Sengun,Jalen Green,Jabari Smith Jr.,Aaron Holiday,Jae'Sean Tate,Jock Landale,Cam Whitmore,Jermaine Samuels,Reggie Bullock,Nate Hinton,Boban Marjanović,Jeff Green,
158,SAS,2024,Malaki Branham,Keldon Johnson,Victor Wembanyama,Jeremy Sochan,Zach Collins,Doug McDermott,Tre Jones,Cedi Osman,Charles Bassey,Julian Champagnie,Devonte' Graham,Sandro Mamukelashvili,Dominick Barlow,Blake Wesley,
159,IND,2024,Obi Toppin,Tyrese Haliburton,Bruce Brown,Bennedict Mathurin,Myles Turner,Buddy Hield,Aaron Nesmith,Andrew Nembhard,Isaiah Jackson,Ben Sheppard,Jalen Smith,Jordan Nwora,T.J. McConnell,Jarace Walker,
160,LAL,2024,Austin Reaves,LeBron James,Taurean Prince,D'Angelo Russell,Anthony Davis,Christian Wood,Cam Reddish,Max Christie,,,,,,,
161,MIA,2024,Bam Adebayo,Jimmy Butler,Tyler Herro,Kyle Lowry,Haywood Highsmith,Duncan Robinson,Josh Richardson,Jaime Jaquez Jr.,Thomas Bryant,,,,,,
162,BOS,2024,Jayson Tatum,Jrue Holiday,Jaylen Brown,Al Horford,Kristaps Porziņģis,Sam Hauser,Payton Pritchard,Luke Kornet,Lamar Stevens,Svi Mykhailiuk,,,,,
163,MIN,2024,Jaden McDaniels,Rudy Gobert,Anthony Edwards,Mike Conley,Karl-Anthony Towns,Kyle Anderson,Naz Reid,Nickeil Alexander-Walker,Jordan McLaughlin,Shake Milton,,,,,
164,LAC,2024,Paul George,Kawhi Leonard,James Harden,Russell Westbrook,Ivica Zubac,Norman Powell,Bones Hyland,P.J. Tucker,Mason Plumlee,Moussa Diabaté,Kobe Brown,Amir Coffey,,,
165,NYK,2024,Julius Randle,Jalen Brunson,Mitchell Robinson,RJ Barrett,Quentin Grimes,Josh Hart,Immanuel Quickley,Donte DiVincenzo,Isaiah Hartenstein,,,,,,
166,ATL,2024,Trae Young,Jalen Johnson,Dejounte Murray,De'Andre Hunter,Clint Capela,Bogdan Bogdanović,Saddiq Bey,Onyeka Okongwu,Garrison Mathews,,,,,,
167,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Chet Holmgren,Luguentz Dort,Josh Giddey,Cason Wallace,Isaiah Joe,Jaylin Williams,Ousmane Dieng,Aaron Wiggins,,,,,
168,DAL,2024,Kyrie Irving,Luka Dončić,Grant Williams,Derrick Jones Jr.,Dereck Lively II,Tim Hardaway Jr.,Dwight Powell,Josh Green,Jaden Hardy,,,,,,
169,ORL,2024,Paolo Banchero,Franz Wagner,Anthony Black,Jalen Suggs,Goga Bitadze,Cole Anthony,Moritz Wagner,Joe Ingles,Caleb Houstan,,,,,,
170,WAS,2024,Tyus Jones,Jordan Poole,Kyle Kuzma,Daniel Gafford,Deni Avdija,Bilal Coulibaly,Corey Kispert,Johnny Davis,Eugene Omoruyi,Ryan Rollins,Anthony Gill,Delon Wright,Danilo Gallinari,Mike Muscala,
171,PHI,2024,Tyrese Maxey,Tobias Harris,Joel Embiid,Kelly Oubre Jr.,De'Anthony Melton,Nicolas Batum,Furkan Korkmaz,Paul Reed,Jaden Springer,Patrick Beverley,Danuel House Jr.,Marcus Morris,Robert Covington,Mo Bamba,KJ Martin
172,LAC,2024,Paul George,James Harden,Kawhi Leonard,Russell Westbrook,Ivica Zubac,Norman Powell,P.J. Tucker,Terance Mann,Bones Hyland,,,,,,
173,BRK,2024,Dorian Finney-Smith,Mikal Bridges,Royce O'Neale,Spencer Dinwiddie,Cam Thomas,Lonnie Walker IV,Dennis Smith Jr.,Day'Ron Sharpe,Trendon Watford,,,,,,
174,PHO,2024,Kevin Durant,Jusuf Nurkić,Grayson Allen,Keita Bates-Diop,Bradley Beal,Eric Gordon,Josh Okogie,Yuta Watanabe,Jordan Goodwin,Drew Eubanks,,,,,
175,CHI,2024,Nikola Vučević,Zach LaVine,DeMar DeRozan,Coby White,Torrey Craig,Alex Caruso,Patrick Williams,Jevon Carter,Andre Drummond,Ayo Dosunmu,,,,,
176,WAS,2024,Kyle Kuzma,Deni Avdija,Jordan Poole,Tyus Jones,Daniel Gafford,Bilal Coulibaly,Delon Wright,Corey Kispert,Danilo Gallinari,Landry Shamet,Anthony Gill,Ryan Rollins,Johnny Davis,Eugene Omoruyi,
177,CHO,2024,LaMelo Ball,P.J. Washington,Gordon Hayward,Brandon Miller,Mark Williams,JT Thor,Théo Maledon,Nick Richards,Bryce McGowens,Ish Smith,Nick Smith Jr.,Leaky Black,,,
178,TOR,2024,Scottie Barnes,Pascal Siakam,OG Anunoby,Dennis Schröder,Jakob Poeltl,Gary Trent Jr.,Otto Porter Jr.,Chris Boucher,Malachi Flynn,Gradey Dick,,,,,
179,DAL,2024,Luka Dončić,Kyrie Irving,Derrick Jones Jr.,Grant Williams,Dwight Powell,Tim Hardaway Jr.,Josh Green,Maxi Kleber,Jaden Hardy,Dante Exum,Richaun Holmes,,,,
180,GSW,2024,Stephen Curry,Klay Thompson,Kevon Looney,Andrew Wiggins,Dario Šarić,Chris Paul,Jonathan Kuminga,Trayce Jackson-Davis,Moses Moody,Brandin Podziemski,,,,,
181,DEN,2024,Michael Porter Jr.,Nikola Jokić,Kentavious Caldwell-Pope,Aaron Gordon,Reggie Jackson,Christian Braun,Collin Gillespie,Peyton Watson,Julian Strawther,Justin Holiday,Zeke Nnaji,,,,
182,LAL,2024,D'Angelo Russell,LeBron James,Taurean Prince,Austin Reaves,Christian Wood,Max Christie,Rui Hachimura,Cam Reddish,Colin Castleton,D'Moi Hodge,Maxwell Lewis,,,,
183,HOU,2024,Fred VanVleet,Jabari Smith Jr.,Alperen Sengun,Dillon Brooks,Jalen Green,Jae'Sean Tate,Aaron Holiday,Tari Eason,Reggie Bullock,Jock Landale,Jeff Green,Jeenathan Williams,Boban Marjanović,,
184,UTA,2024,Lauri Markkanen,Jordan Clarkson,Keyonte George,John Collins,Ochai Agbaji,Kelly Olynyk,Talen Horton-Tucker,Simone Fontecchio,Collin Sexton,Kris Dunn,,,,,
185,IND,2024,Bennedict Mathurin,Bruce Brown,Tyrese Haliburton,Myles Turner,Obi Toppin,Aaron Nesmith,Jalen Smith,Buddy Hield,Andrew Nembhard,,,,,,
186,MIA,2024,Bam Adebayo,Kyle Lowry,Jimmy Butler,Haywood Highsmith,Tyler Herro,Duncan Robinson,Jaime Jaquez Jr.,Josh Richardson,Dru Smith,Thomas Bryant,,,,,
187,MEM,2024,Desmond Bane,Jaren Jackson Jr.,Marcus Smart,Bismack Biyombo,Ziaire Williams,Luke Kennard,Santi Aldama,Jacob Gilyard,David Roddy,Kenneth Lofton Jr.,,,,,
188,DET,2024,Cade Cunningham,Isaiah Stewart,Ausar Thompson,Killian Hayes,Jalen Duren,Marcus Sasser,Marvin Bagley III,Jared Rhoden,Stanley Umude,,,,,,
189,MIL,2024,Jae Crowder,Damian Lillard,Brook Lopez,Malik Beasley,Giannis Antetokounmpo,MarJon Beauchamp,Cameron Payne,Bobby Portis,Pat Connaughton,Andre Jackson Jr.,,,,,
190,NOP,2024,Brandon Ingram,Dyson Daniels,Jordan Hawkins,Jeremiah Robinson-Earl,Jonas Valančiūnas,Matt Ryan,Kira Lewis Jr.,Larry Nance Jr.,Dereon Seabron,Cody Zeller,E.J. Liddell,,,,
191,MIN,2024,Anthony Edwards,Rudy Gobert,Karl-Anthony Towns,Jaden McDaniels,Mike Conley,Kyle Anderson,Naz Reid,Shake Milton,Nickeil Alexander-Walker,Luka Garza,Troy Brown Jr.,Josh Minott,Daishen Nix,,
192,SAS,2024,Keldon Johnson,Victor Wembanyama,Jeremy Sochan,Zach Collins,Malaki Branham,Tre Jones,Doug McDermott,Charles Bassey,Cedi Osman,Devin Vassell,Blake Wesley,Dominick Barlow,Julian Champagnie,Sandro Mamukelashvili,
193,NYK,2024,Jalen Brunson,RJ Barrett,Mitchell Robinson,Julius Randle,Quentin Grimes,Immanuel Quickley,Josh Hart,Donte DiVincenzo,Isaiah Hartenstein,Ryan Arcidiacono,DaQuan Jeffries,Miles McBride,Jericho Sims,Dylan Windler,
194,CLE,2024,Donovan Mitchell,Darius Garland,Evan Mobley,Max Strus,Jarrett Allen,Caris LeVert,Georges Niang,Tristan Thompson,Dean Wade,,,,,,
195,OKC,2024,Shai Gilgeous-Alexander,Luguentz Dort,Jalen Williams,Chet Holmgren,Josh Giddey,Cason Wallace,Isaiah Joe,Jaylin Williams,Dāvis Bertāns,Ousmane Dieng,Aaron Wiggins,,,,
196,BOS,2024,Derrick White,Jayson Tatum,Jaylen Brown,Jrue Holiday,Kristaps Porziņģis,Al Horford,Sam Hauser,Payton Pritchard,Luke Kornet,,,,,,
197,PHI,2024,Tyrese Maxey,Tobias Harris,Joel Embiid,De'Anthony Melton,Kelly Oubre Jr.,Nicolas Batum,Robert Covington,Patrick Beverley,Paul Reed,Furkan Korkmaz,,,,,
198,POR,2024,Jerami Grant,Deandre Ayton,Shaedon Sharpe,Matisse Thybulle,Malcolm Brogdon,Skylar Mays,Toumani Camara,Jabari Walker,Kris Murray,Justin Minaya,Moses Brown,,,,
199,SAC,2024,Domantas Sabonis,Kevin Huerter,Harrison Barnes,Keegan Murray,Keon Ellis,Malik Monk,Davion Mitchell,Kessler Edwards,Alex Len,Chris Duarte,,,,,
200,MIL,2024,Giannis Antetokounmpo,Cameron Payne,Malik Beasley,Brook Lopez,Khris Middleton,Jae Crowder,Pat Connaughton,Bobby Portis,MarJon Beauchamp,Andre Jackson Jr.,,,,,
201,IND,2024,Tyrese Haliburton,Bruce Brown,Myles Turner,Bennedict Mathurin,Obi Toppin,Buddy Hield,Andrew Nembhard,Aaron Nesmith,Isaiah Jackson,Daniel Theis,,,,,
202,ATL,2024,Trae Young,Dejounte Murray,Jalen Johnson,De'Andre Hunter,Clint Capela,Saddiq Bey,Bogdan Bogdanović,Onyeka Okongwu,AJ Griffin,Bruno Fernando,,,,,
203,ORL,2024,Paolo Banchero,Jalen Suggs,Franz Wagner,Markelle Fultz,Goga Bitadze,Cole Anthony,Moritz Wagner,Joe Ingles,Anthony Black,Jonathan Isaac,Chuma Okeke,,,,
204,BRK,2024,Mikal Bridges,Dorian Finney-Smith,Royce O'Neale,Cameron Johnson,Spencer Dinwiddie,Trendon Watford,Dennis Smith Jr.,Lonnie Walker IV,Armoni Brooks,Day'Ron Sharpe,Harry Giles,,,,
205,BOS,2024,Jayson Tatum,Jrue Holiday,Jaylen Brown,Derrick White,Kristaps Porziņģis,Payton Pritchard,Sam Hauser,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Dalano Banton,,,,
206,LAC,2024,James Harden,Kawhi Leonard,Paul George,Ivica Zubac,Russell Westbrook,Terance Mann,Bones Hyland,Moussa Diabaté,Amir Coffey,Kobe Brown,Norman Powell,P.J. Tucker,,,
207,DAL,2024,Luka Dončić,Derrick Jones Jr.,Kyrie Irving,Dereck Lively II,Grant Williams,Tim Hardaway Jr.,Dwight Powell,Dante Exum,Josh Green,Jaden Hardy,Seth Curry,Olivier-Maxence Prosper,,,
208,PHI,2024,Tyrese Maxey,Tobias Harris,Joel Embiid,De'Anthony Melton,Kelly Oubre Jr.,Nicolas Batum,Robert Covington,Paul Reed,Marcus Morris,Patrick Beverley,Jaden Springer,Furkan Korkmaz,,,
209,DET,2024,Killian Hayes,Cade Cunningham,Ausar Thompson,Isaiah Stewart,Jalen Duren,Marcus Sasser,Stanley Umude,Marvin Bagley III,Jared Rhoden,James Wiseman,,,,,
210,NOP,2024,Jordan Hawkins,Dyson Daniels,Brandon Ingram,Zion Williamson,Jonas Valančiūnas,Matt Ryan,Larry Nance Jr.,Dereon Seabron,Jeremiah Robinson-Earl,Cody Zeller,,,,,
211,HOU,2024,Fred VanVleet,Jalen Green,Alperen Sengun,Jabari Smith Jr.,Dillon Brooks,Jae'Sean Tate,Jeff Green,Tari Eason,Aaron Holiday,Jock Landale,,,,,
212,UTA,2024,John Collins,Lauri Markkanen,Jordan Clarkson,Ochai Agbaji,Keyonte George,Kelly Olynyk,Talen Horton-Tucker,Collin Sexton,Simone Fontecchio,,,,,,
213,MEM,2024,Desmond Bane,Jacob Gilyard,Bismack Biyombo,Marcus Smart,Jaren Jackson Jr.,John Konchar,Luke Kennard,David Roddy,Santi Aldama,Kenneth Lofton Jr.,,,,,
214,LAL,2024,LeBron James,Anthony Davis,Taurean Prince,D'Angelo Russell,Cam Reddish,Austin Reaves,Rui Hachimura,Christian Wood,Jaxson Hayes,,,,,,
215,PHO,2024,Kevin Durant,Jusuf Nurkić,Grayson Allen,Bradley Beal,Keita Bates-Diop,Eric Gordon,Yuta Watanabe,Drew Eubanks,Josh Okogie,Jordan Goodwin,,,,,
216,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Chet Holmgren,Josh Giddey,Luguentz Dort,Cason Wallace,Isaiah Joe,Lindy Waters III,Jaylin Williams,Ousmane Dieng,,,,,
217,SAC,2024,Keegan Murray,Domantas Sabonis,Kevin Huerter,Keon Ellis,Harrison Barnes,Malik Monk,Davion Mitchell,Alex Len,Sasha Vezenkov,Chris Duarte,Kessler Edwards,,,,
218,MIN,2024,Anthony Edwards,Karl-Anthony Towns,Rudy Gobert,Mike Conley,Jaden McDaniels,Kyle Anderson,Nickeil Alexander-Walker,Naz Reid,Shake Milton,,,,,,
219,SAS,2024,Victor Wembanyama,Devin Vassell,Keldon Johnson,Jeremy Sochan,Zach Collins,Tre Jones,Malaki Branham,Cedi Osman,Doug McDermott,Charles Bassey,,,,,
220,CHO,2024,P.J. Washington,LaMelo Ball,Gordon Hayward,Brandon Miller,Mark Williams,JT Thor,Nick Richards,Théo Maledon,Bryce McGowens,,,,,,
221,WAS,2024,Tyus Jones,Jordan Poole,Deni Avdija,Daniel Gafford,Kyle Kuzma,Bilal Coulibaly,Danilo Gallinari,Landry Shamet,Corey Kispert,Delon Wright,,,,,
222,MIA,2024,Bam Adebayo,Jaime Jaquez Jr.,Haywood Highsmith,Kyle Lowry,Duncan Robinson,Dru Smith,Josh Richardson,Kevin Love,,,,,,,
223,ATL,2024,Trae Young,Dejounte Murray,De'Andre Hunter,Clint Capela,Jalen Johnson,Bogdan Bogdanović,Saddiq Bey,Onyeka Okongwu,Wesley Matthews,,,,,,
224,TOR,2024,Scottie Barnes,Pascal Siakam,OG Anunoby,Dennis Schröder,Jakob Poeltl,Malachi Flynn,Chris Boucher,Precious Achiuwa,Gradey Dick,Otto Porter Jr.,Jalen McDaniels,Thaddeus Young,Garrett Temple,,
225,BOS,2024,Jayson Tatum,Jaylen Brown,Jrue Holiday,Kristaps Porziņģis,Derrick White,Payton Pritchard,Al Horford,Sam Hauser,Luke Kornet,Dalano Banton,Oshae Brissett,Svi Mykhailiuk,,,
226,CLE,2024,Donovan Mitchell,Darius Garland,Max Strus,Evan Mobley,Jarrett Allen,Caris LeVert,Georges Niang,Dean Wade,Craig Porter Jr.,Tristan Thompson,,,,,
227,GSW,2024,Stephen Curry,Andrew Wiggins,Klay Thompson,Kevon Looney,Draymond Green,Chris Paul,Jonathan Kuminga,Moses Moody,Dario Šarić,Gary Payton II,Brandin Podziemski,Trayce Jackson-Davis,Cory Joseph,,
228,MIL,2024,Giannis Antetokounmpo,Cameron Payne,Brook Lopez,Malik Beasley,Khris Middleton,Bobby Portis,MarJon Beauchamp,Jae Crowder,Pat Connaughton,Andre Jackson Jr.,Thanasis Antetokounmpo,A.J. Green,Chris Livingston,,
229,ORL,2024,Jalen Suggs,Paolo Banchero,Franz Wagner,Anthony Black,Goga Bitadze,Joe Ingles,Moritz Wagner,Jonathan Isaac,Cole Anthony,,,,,,
230,WAS,2024,Deni Avdija,Jordan Poole,Kyle Kuzma,Tyus Jones,Daniel Gafford,Bilal Coulibaly,Corey Kispert,Danilo Gallinari,Landry Shamet,,,,,,
231,BRK,2024,Cameron Johnson,Mikal Bridges,Spencer Dinwiddie,Nic Claxton,Dorian Finney-Smith,Royce O'Neale,Dennis Smith Jr.,Day'Ron Sharpe,Lonnie Walker IV,Trendon Watford,,,,,
232,DET,2024,Cade Cunningham,Ausar Thompson,Isaiah Stewart,Killian Hayes,Marvin Bagley III,Kevin Knox,Alec Burks,Marcus Sasser,James Wiseman,Jaden Ivey,,,,,
233,CHI,2024,DeMar DeRozan,Zach LaVine,Nikola Vučević,Coby White,Torrey Craig,Ayo Dosunmu,Patrick Williams,Andre Drummond,Jevon Carter,,,,,,
234,MIN,2024,Anthony Edwards,Karl-Anthony Towns,Rudy Gobert,Jaden McDaniels,Mike Conley,Naz Reid,Nickeil Alexander-Walker,Kyle Anderson,Shake Milton,Troy Brown Jr.,,,,,
235,GSW,2024,Stephen Curry,Klay Thompson,Andrew Wiggins,Draymond Green,Kevon Looney,Dario Šarić,Jonathan Kuminga,Chris Paul,Gary Payton II,Moses Moody,Brandin Podziemski,Trayce Jackson-Davis,,,
236,DEN,2024,Aaron Gordon,Nikola Jokić,Michael Porter Jr.,Kentavious Caldwell-Pope,Reggie Jackson,Collin Gillespie,Christian Braun,Zeke Nnaji,Julian Strawther,Peyton Watson,,,,,
237,HOU,2024,Fred VanVleet,Jalen Green,Alperen Sengun,Dillon Brooks,Jabari Smith Jr.,Jeff Green,Jae'Sean Tate,Aaron Holiday,Tari Eason,Jock Landale,,,,,
238,MEM,2024,Marcus Smart,Bismack Biyombo,Desmond Bane,Jaren Jackson Jr.,Jacob Gilyard,Luke Kennard,Santi Aldama,David Roddy,Ziaire Williams,John Konchar,,,,,
239,LAC,2024,Paul George,Kawhi Leonard,Russell Westbrook,James Harden,Ivica Zubac,Norman Powell,Terance Mann,P.J. Tucker,Moussa Diabaté,,,,,,
240,POR,2024,Shaedon Sharpe,Jerami Grant,Deandre Ayton,Skylar Mays,Matisse Thybulle,Toumani Camara,Jabari Walker,Duop Reath,Jamaree Bouyea,Kris Murray,,,,,
241,LAL,2024,Anthony Davis,Cam Reddish,Taurean Prince,Rui Hachimura,D'Angelo Russell,Austin Reaves,Christian Wood,Max Christie,Jaxson Hayes,,,,,,
242,DAL,2024,Kyrie Irving,Luka Dončić,Dereck Lively II,Derrick Jones Jr.,Grant Williams,Tim Hardaway Jr.,Josh Green,Dwight Powell,Dante Exum,Jaden Hardy,Olivier-Maxence Prosper,Seth Curry,Richaun Holmes,Markieff Morris,
243,NOP,2024,Dyson Daniels,Brandon Ingram,Jordan Hawkins,Zion Williamson,Jonas Valančiūnas,Matt Ryan,Jeremiah Robinson-Earl,Naji Marshall,Cody Zeller,Dereon Seabron,Kira Lewis Jr.,Larry Nance Jr.,,,
244,CHO,2024,LaMelo Ball,Gordon Hayward,Mark Williams,P.J. Washington,Brandon Miller,Théo Maledon,JT Thor,Nick Richards,Bryce McGowens,Ish Smith,Nick Smith Jr.,Leaky Black,Amari Bailey,,
245,NYK,2024,RJ Barrett,Julius Randle,Jalen Brunson,Mitchell Robinson,Quentin Grimes,Josh Hart,Immanuel Quickley,Donte DiVincenzo,Isaiah Hartenstein,Jericho Sims,Miles McBride,DaQuan Jeffries,Ryan Arcidiacono,,
246,IND,2024,Tyrese Haliburton,Bruce Brown,Myles Turner,Bennedict Mathurin,Obi Toppin,Aaron Nesmith,Buddy Hield,Jalen Smith,T.J. McConnell,Andrew Nembhard,,,,,
247,PHI,2024,Tyrese Maxey,Tobias Harris,Nicolas Batum,Joel Embiid,De'Anthony Melton,Patrick Beverley,Danuel House Jr.,Robert Covington,Paul Reed,Furkan Korkmaz,,,,,
248,OKC,2024,Jalen Williams,Shai Gilgeous-Alexander,Chet Holmgren,Luguentz Dort,Josh Giddey,Cason Wallace,Isaiah Joe,Jaylin Williams,Aaron Wiggins,Ousmane Dieng,Dāvis Bertāns,,,,
249,PHO,2024,Kevin Durant,Grayson Allen,Bradley Beal,Jusuf Nurkić,Josh Okogie,Jordan Goodwin,Keita Bates-Diop,Drew Eubanks,Yuta Watanabe,,,,,,
250,MIA,2024,Duncan Robinson,Jimmy Butler,Bam Adebayo,Haywood Highsmith,Josh Richardson,Jaime Jaquez Jr.,Dru Smith,Kevin Love,Thomas Bryant,,,,,,
251,SAS,2024,Keldon Johnson,Victor Wembanyama,Jeremy Sochan,Zach Collins,Devin Vassell,Doug McDermott,Malaki Branham,Cedi Osman,Charles Bassey,,,,,,
252,NYK,2024,Josh Hart,Jalen Brunson,Julius Randle,Mitchell Robinson,Quentin Grimes,Immanuel Quickley,Donte DiVincenzo,Isaiah Hartenstein,Miles McBride,,,,,,
253,BOS,2024,Jayson Tatum,Jrue Holiday,Jaylen Brown,Kristaps Porziņģis,Derrick White,Al Horford,Sam Hauser,Payton Pritchard,,,,,,,
254,CHI,2024,Zach LaVine,DeMar DeRozan,Nikola Vučević,Coby White,Torrey Craig,Patrick Williams,Ayo Dosunmu,Jevon Carter,Andre Drummond,,,,,,
255,MIL,2024,Giannis Antetokounmpo,Damian Lillard,Brook Lopez,Malik Beasley,Khris Middleton,Pat Connaughton,Bobby Portis,MarJon Beauchamp,Cameron Payne,Andre Jackson Jr.,,,,,
