,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
124,CHI,2024,Zach LaVine,DeMar DeRozan,Nikola Vučević,Coby White,Patrick Williams,Alex Caruso,Torrey Craig,Jevon Carter,Andre Drummond,Ayo Dosunmu,,,,,
125,IND,2024,Bruce Brown,Tyrese Haliburton,Myles Turner,Bennedict Mathurin,Obi Toppin,Aaron Nesmith,Andrew Nembhard,Buddy Hield,Jalen Smith,,,,,,
126,ORL,2024,Franz Wagner,Wendell Carter Jr.,Markelle Fultz,Paolo Banchero,Jalen Suggs,Cole Anthony,Gary Harris,Joe Ingles,Moritz Wagner,Jonathan Isaac,Goga Bitadze,,,,
127,LAL,2024,Anthony Davis,D'Angelo Russell,LeBron James,Austin Reaves,Taurean Prince,Christian Wood,Gabe Vincent,Cam Reddish,Jaxson Hayes,,,,,,
128,DAL,2024,Luka Dončić,Josh Green,Grant Williams,Derrick Jones Jr.,Dereck Lively II,Tim Hardaway Jr.,Maxi Kleber,Seth Curry,Dwight Powell,Jaden Hardy,Dante Exum,,,,
129,MEM,2024,Desmond Bane,Marcus Smart,Jaren Jackson Jr.,Ziaire Williams,Xavier Tillman Sr.,David Roddy,John Konchar,Derrick Rose,Jake LaRavia,,,,,,
130,MIA,2024,Tyler Herro,Jimmy Butler,Kyle Lowry,Thomas Bryant,Kevin Love,Orlando Robinson,Josh Richardson,Jaime Jaquez Jr.,Duncan Robinson,Nikola Jović,,,,,
131,MIL,2024,Damian Lillard,Malik Beasley,Giannis Antetokounmpo,Brook Lopez,Khris Middleton,Jae Crowder,Pat Connaughton,Bobby Portis,A.J. Green,Cameron Payne,,,,,
132,GSW,2024,Stephen Curry,Kevon Looney,Draymond Green,Moses Moody,Andrew Wiggins,Chris Paul,Brandin Podziemski,Dario Šarić,Gary Payton II,Trayce Jackson-Davis,Lester Quiñones,Cory Joseph,Jerome Robinson,,
133,NOP,2024,Jordan Hawkins,CJ McCollum,Zion Williamson,Jonas Valančiūnas,Herbert Jones,Matt Ryan,Dyson Daniels,Larry Nance Jr.,Kira Lewis Jr.,Kaiser Gates,Cody Zeller,,,,
134,DET,2024,Cade Cunningham,Isaiah Stewart,Ausar Thompson,Killian Hayes,Jalen Duren,Marvin Bagley III,Alec Burks,Jaden Ivey,Marcus Sasser,Joe Harris,Jared Rhoden,Stanley Umude,,,
135,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Josh Giddey,Luguentz Dort,Chet Holmgren,Cason Wallace,Olivier Sarr,Isaiah Joe,Ousmane Dieng,Dāvis Bertāns,Tre Mann,Aleksej Pokusevski,,,
136,POR,2024,Shaedon Sharpe,Jerami Grant,Scoot Henderson,Deandre Ayton,Matisse Thybulle,Malcolm Brogdon,Toumani Camara,Jabari Walker,Skylar Mays,,,,,,
137,TOR,2024,Scottie Barnes,Pascal Siakam,Dennis Schröder,OG Anunoby,Jakob Poeltl,Gradey Dick,Gary Trent Jr.,Chris Boucher,Malachi Flynn,Jalen McDaniels,,,,,
138,BOS,2024,Jaylen Brown,Jayson Tatum,Jrue Holiday,Kristaps Porziņģis,Derrick White,Sam Hauser,Payton Pritchard,Al Horford,Luke Kornet,Oshae Brissett,Dalano Banton,Lamar Stevens,Svi Mykhailiuk,,
139,WAS,2024,Bilal Coulibaly,Tyus Jones,Kyle Kuzma,Jordan Poole,Deni Avdija,Corey Kispert,Danilo Gallinari,Johnny Davis,Eugene Omoruyi,Ryan Rollins,Delon Wright,Anthony Gill,Patrick Baldwin Jr.,Jared Butler,
140,NYK,2024,Jalen Brunson,Julius Randle,RJ Barrett,Mitchell Robinson,Quentin Grimes,Josh Hart,Immanuel Quickley,Isaiah Hartenstein,Donte DiVincenzo,Miles McBride,DaQuan Jeffries,Jericho Sims,Dylan Windler,Ryan Arcidiacono,
141,CLE,2024,Max Strus,Evan Mobley,Donovan Mitchell,Isaac Okoro,Dean Wade,Georges Niang,Emoni Bates,Craig Porter Jr.,Tristan Thompson,Sam Merrill,Damian Jones,,,,
142,ORL,2024,Franz Wagner,Markelle Fultz,Paolo Banchero,Jalen Suggs,Wendell Carter Jr.,Gary Harris,Cole Anthony,Moritz Wagner,Joe Ingles,Caleb Houstan,Jett Howard,Chuma Okeke,Goga Bitadze,Anthony Black,
143,LAC,2024,Kawhi Leonard,Russell Westbrook,Paul George,Bones Hyland,Ivica Zubac,Norman Powell,Mason Plumlee,Kobe Brown,Amir Coffey,Jordan Miller,Moussa Diabaté,,,,
144,SAS,2024,Devin Vassell,Keldon Johnson,Jeremy Sochan,Victor Wembanyama,Zach Collins,Tre Jones,Cedi Osman,Charles Bassey,Doug McDermott,Malaki Branham,Julian Champagnie,,,,
145,PHO,2024,Kevin Durant,Grayson Allen,Eric Gordon,Josh Okogie,Jusuf Nurkić,Yuta Watanabe,Nassir Little,Drew Eubanks,Jordan Goodwin,,,,,,
146,WAS,2024,Kyle Kuzma,Deni Avdija,Tyus Jones,Mike Muscala,Jordan Poole,Bilal Coulibaly,Delon Wright,Danilo Gallinari,Corey Kispert,Landry Shamet,Johnny Davis,Eugene Omoruyi,Ryan Rollins,Anthony Gill,
147,ATL,2024,Trae Young,Dejounte Murray,De'Andre Hunter,Saddiq Bey,Clint Capela,Onyeka Okongwu,Jalen Johnson,Bogdan Bogdanović,AJ Griffin,,,,,,
148,IND,2024,Obi Toppin,Myles Turner,Bruce Brown,Andrew Nembhard,Bennedict Mathurin,T.J. McConnell,Buddy Hield,Jordan Nwora,Isaiah Jackson,Aaron Nesmith,Ben Sheppard,Jarace Walker,,,
149,BOS,2024,Kristaps Porziņģis,Derrick White,Jayson Tatum,Jaylen Brown,Jrue Holiday,Payton Pritchard,Oshae Brissett,Sam Hauser,Al Horford,Svi Mykhailiuk,Dalano Banton,Lamar Stevens,Luke Kornet,,
150,CHI,2024,Zach LaVine,Nikola Vučević,Coby White,DeMar DeRozan,Patrick Williams,Alex Caruso,Torrey Craig,Jevon Carter,Andre Drummond,Ayo Dosunmu,,,,,
151,DAL,2024,Luka Dončić,Dereck Lively II,Derrick Jones Jr.,Grant Williams,Josh Green,Tim Hardaway Jr.,Jaden Hardy,Seth Curry,Dwight Powell,Dante Exum,Maxi Kleber,,,,
152,POR,2024,Shaedon Sharpe,Jerami Grant,Deandre Ayton,Scoot Henderson,Matisse Thybulle,Toumani Camara,Malcolm Brogdon,Robert Williams,Jabari Walker,Skylar Mays,,,,,
153,DET,2024,Cade Cunningham,Marvin Bagley III,Isaiah Stewart,Ausar Thompson,Killian Hayes,Marcus Sasser,Jaden Ivey,Joe Harris,Stanley Umude,James Wiseman,,,,,
154,SAC,2024,Keegan Murray,Domantas Sabonis,Harrison Barnes,Davion Mitchell,Kevin Huerter,Malik Monk,Sasha Vezenkov,Colby Jones,JaVale McGee,Chris Duarte,,,,,
155,GSW,2024,Stephen Curry,Klay Thompson,Draymond Green,Andrew Wiggins,Kevon Looney,Chris Paul,Gary Payton II,Dario Šarić,Jonathan Kuminga,Moses Moody,,,,,
156,CHO,2024,Terry Rozier,P.J. Washington,LaMelo Ball,Gordon Hayward,Mark Williams,Brandon Miller,Théo Maledon,Nick Richards,JT Thor,,,,,,
157,HOU,2024,Fred VanVleet,Dillon Brooks,Jalen Green,Jabari Smith Jr.,Alperen Sengun,Jock Landale,Jae'Sean Tate,Amen Thompson,Jeff Green,Aaron Holiday,,,,,
158,LAC,2024,Russell Westbrook,Kawhi Leonard,Paul George,Bones Hyland,Ivica Zubac,Norman Powell,P.J. Tucker,Mason Plumlee,Kobe Brown,,,,,,
159,LAL,2024,Anthony Davis,LeBron James,Austin Reaves,Cam Reddish,D'Angelo Russell,Christian Wood,Max Christie,Jaxson Hayes,,,,,,,
160,BRK,2024,Royce O'Neale,Cam Thomas,Ben Simmons,Mikal Bridges,Dorian Finney-Smith,Lonnie Walker IV,Armoni Brooks,Trendon Watford,Day'Ron Sharpe,Jalen Wilson,,,,,
161,MIA,2024,Tyler Herro,Jimmy Butler,Bam Adebayo,Kyle Lowry,Jaime Jaquez Jr.,Josh Richardson,Haywood Highsmith,Duncan Robinson,Thomas Bryant,,,,,,
162,DEN,2024,Jamal Murray,Nikola Jokić,Kentavious Caldwell-Pope,Michael Porter Jr.,Aaron Gordon,Christian Braun,Reggie Jackson,Zeke Nnaji,Julian Strawther,Peyton Watson,Justin Holiday,Jalen Pickett,Braxton Key,Hunter Tyson,
163,MIN,2024,Rudy Gobert,Anthony Edwards,Karl-Anthony Towns,Mike Conley,Jaden McDaniels,Kyle Anderson,Nickeil Alexander-Walker,Naz Reid,Shake Milton,Troy Brown Jr.,Jordan McLaughlin,Josh Minott,,,
164,CLE,2024,Donovan Mitchell,Evan Mobley,Max Strus,Isaac Okoro,Georges Niang,Caris LeVert,Dean Wade,Tristan Thompson,Craig Porter Jr.,,,,,,
165,NYK,2024,Jalen Brunson,Julius Randle,Mitchell Robinson,Josh Hart,Quentin Grimes,Donte DiVincenzo,Immanuel Quickley,Isaiah Hartenstein,Miles McBride,,,,,,
166,NOP,2024,Jordan Hawkins,CJ McCollum,Zion Williamson,Herbert Jones,Jonas Valančiūnas,Dyson Daniels,Larry Nance Jr.,Matt Ryan,Kira Lewis Jr.,Cody Zeller,,,,,
167,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Chet Holmgren,Josh Giddey,Luguentz Dort,Cason Wallace,Isaiah Joe,Aaron Wiggins,Ousmane Dieng,Olivier Sarr,,,,,
168,MIL,2024,Damian Lillard,Giannis Antetokounmpo,Malik Beasley,Khris Middleton,Brook Lopez,Jae Crowder,Pat Connaughton,Cameron Payne,Bobby Portis,MarJon Beauchamp,Andre Jackson Jr.,Chris Livingston,A.J. Green,Thanasis Antetokounmpo,
169,TOR,2024,Pascal Siakam,Jakob Poeltl,Dennis Schröder,Scottie Barnes,OG Anunoby,Gary Trent Jr.,Gradey Dick,Malachi Flynn,Otto Porter Jr.,Chris Boucher,Garrett Temple,,,,
170,MEM,2024,Marcus Smart,Desmond Bane,Jaren Jackson Jr.,Ziaire Williams,Xavier Tillman Sr.,David Roddy,Luke Kennard,Jacob Gilyard,Kenneth Lofton Jr.,John Konchar,Vince Williams Jr.,Jake LaRavia,,,
171,UTA,2024,Lauri Markkanen,John Collins,Jordan Clarkson,Talen Horton-Tucker,Walker Kessler,Kelly Olynyk,Keyonte George,Collin Sexton,Ochai Agbaji,Kris Dunn,Simone Fontecchio,Omer Yurtseven,,,
172,DET,2024,Killian Hayes,Isaiah Stewart,Cade Cunningham,Jalen Duren,Ausar Thompson,Joe Harris,Marcus Sasser,Jaden Ivey,Marvin Bagley III,,,,,,
173,NOP,2024,CJ McCollum,Matt Ryan,Herbert Jones,Jonas Valančiūnas,Jordan Hawkins,Dyson Daniels,Kira Lewis Jr.,Larry Nance Jr.,Dereon Seabron,,,,,,
174,TOR,2024,Scottie Barnes,Pascal Siakam,OG Anunoby,Dennis Schröder,Jakob Poeltl,Gary Trent Jr.,Malachi Flynn,Gradey Dick,Chris Boucher,Jalen McDaniels,Garrett Temple,Thaddeus Young,,,
175,PHI,2024,Tobias Harris,Tyrese Maxey,Joel Embiid,Kelly Oubre Jr.,De'Anthony Melton,Patrick Beverley,Furkan Korkmaz,Paul Reed,Jaden Springer,Mo Bamba,Robert Covington,KJ Martin,,,
176,SAS,2024,Keldon Johnson,Zach Collins,Victor Wembanyama,Jeremy Sochan,Devin Vassell,Tre Jones,Cedi Osman,Malaki Branham,Doug McDermott,Charles Bassey,,,,,
177,PHO,2024,Kevin Durant,Devin Booker,Grayson Allen,Jusuf Nurkić,Josh Okogie,Drew Eubanks,Yuta Watanabe,Eric Gordon,Keita Bates-Diop,Jordan Goodwin,,,,,
178,ORL,2024,Franz Wagner,Paolo Banchero,Wendell Carter Jr.,Jalen Suggs,Gary Harris,Cole Anthony,Joe Ingles,Moritz Wagner,Anthony Black,Jonathan Isaac,,,,,
179,UTA,2024,Jordan Clarkson,John Collins,Lauri Markkanen,Talen Horton-Tucker,Walker Kessler,Kelly Olynyk,Collin Sexton,Keyonte George,Omer Yurtseven,Ochai Agbaji,Simone Fontecchio,Kris Dunn,,,
180,BRK,2024,Mikal Bridges,Dorian Finney-Smith,Ben Simmons,Spencer Dinwiddie,Cam Thomas,Royce O'Neale,Dennis Smith Jr.,Lonnie Walker IV,Day'Ron Sharpe,,,,,,
181,CHI,2024,Zach LaVine,Nikola Vučević,Coby White,DeMar DeRozan,Torrey Craig,Alex Caruso,Patrick Williams,Jevon Carter,Andre Drummond,,,,,,
182,DAL,2024,Luka Dončić,Kyrie Irving,Grant Williams,Dereck Lively II,Derrick Jones Jr.,Josh Green,Tim Hardaway Jr.,Dwight Powell,Jaden Hardy,Seth Curry,Dante Exum,Olivier-Maxence Prosper,,,
183,DEN,2024,Jamal Murray,Kentavious Caldwell-Pope,Nikola Jokić,Aaron Gordon,Michael Porter Jr.,Reggie Jackson,Christian Braun,Peyton Watson,Zeke Nnaji,,,,,,
184,CLE,2024,Donovan Mitchell,Evan Mobley,Darius Garland,Max Strus,Jarrett Allen,Caris LeVert,Georges Niang,Isaac Okoro,Tristan Thompson,Dean Wade,,,,,
185,IND,2024,Bruce Brown,Tyrese Haliburton,Myles Turner,Bennedict Mathurin,Obi Toppin,Buddy Hield,Aaron Nesmith,Andrew Nembhard,Jalen Smith,,,,,,
186,WAS,2024,Kyle Kuzma,Jordan Poole,Tyus Jones,Deni Avdija,Daniel Gafford,Bilal Coulibaly,Delon Wright,Landry Shamet,Johnny Davis,Mike Muscala,Danilo Gallinari,Ryan Rollins,Anthony Gill,Eugene Omoruyi,
187,MIA,2024,Tyler Herro,Jimmy Butler,Bam Adebayo,Kyle Lowry,Haywood Highsmith,Duncan Robinson,Josh Richardson,Jaime Jaquez Jr.,Thomas Bryant,,,,,,
188,NYK,2024,Jalen Brunson,Julius Randle,Josh Hart,Quentin Grimes,Mitchell Robinson,Immanuel Quickley,Isaiah Hartenstein,Donte DiVincenzo,Miles McBride,,,,,,
189,MIL,2024,Damian Lillard,Giannis Antetokounmpo,Brook Lopez,Malik Beasley,Khris Middleton,Pat Connaughton,Jae Crowder,Bobby Portis,MarJon Beauchamp,Cameron Payne,,,,,
190,GSW,2024,Klay Thompson,Stephen Curry,Draymond Green,Andrew Wiggins,Kevon Looney,Chris Paul,Gary Payton II,Jonathan Kuminga,Dario Šarić,Moses Moody,,,,,
191,OKC,2024,Cason Wallace,Jalen Williams,Chet Holmgren,Josh Giddey,Luguentz Dort,Isaiah Joe,Aaron Wiggins,Jaylin Williams,Vasilije Micić,Ousmane Dieng,,,,,
192,MEM,2024,Desmond Bane,Marcus Smart,Jaren Jackson Jr.,David Roddy,Ziaire Williams,Luke Kennard,Xavier Tillman Sr.,Jacob Gilyard,John Konchar,Vince Williams Jr.,,,,,
193,POR,2024,Shaedon Sharpe,Malcolm Brogdon,Jerami Grant,Deandre Ayton,Matisse Thybulle,Toumani Camara,Robert Williams,Skylar Mays,Jabari Walker,,,,,,
194,BOS,2024,Jayson Tatum,Jrue Holiday,Jaylen Brown,Al Horford,Kristaps Porziņģis,Payton Pritchard,Sam Hauser,Luke Kornet,Oshae Brissett,,,,,,
195,BRK,2024,Mikal Bridges,Cam Thomas,Royce O'Neale,Dorian Finney-Smith,Spencer Dinwiddie,Lonnie Walker IV,Day'Ron Sharpe,Dennis Smith Jr.,Trendon Watford,Armoni Brooks,Jalen Wilson,,,,
196,CHI,2024,DeMar DeRozan,Zach LaVine,Coby White,Nikola Vučević,Torrey Craig,Patrick Williams,Jevon Carter,Andre Drummond,Alex Caruso,Terry Taylor,Dalen Terry,Onuralp Bitim,Julian Phillips,,
197,DEN,2024,Aaron Gordon,Nikola Jokić,Michael Porter Jr.,Kentavious Caldwell-Pope,Jamal Murray,Reggie Jackson,Peyton Watson,Christian Braun,DeAndre Jordan,Collin Gillespie,Julian Strawther,Zeke Nnaji,Jalen Pickett,Hunter Tyson,
198,SAC,2024,Keegan Murray,Harrison Barnes,Domantas Sabonis,Davion Mitchell,Kevin Huerter,Chris Duarte,Malik Monk,Colby Jones,JaVale McGee,Sasha Vezenkov,Alex Len,Jordan Ford,Kessler Edwards,Keon Ellis,
199,HOU,2024,Dillon Brooks,Fred VanVleet,Jalen Green,Jabari Smith Jr.,Alperen Sengun,Jae'Sean Tate,Aaron Holiday,Jock Landale,Jeff Green,Jermaine Samuels,Nate Hinton,Cam Whitmore,,,
200,CHO,2024,Gordon Hayward,P.J. Washington,Terry Rozier,LaMelo Ball,Mark Williams,Brandon Miller,Nick Richards,JT Thor,Théo Maledon,,,,,,
201,IND,2024,Tyrese Haliburton,Bruce Brown,Myles Turner,Obi Toppin,Bennedict Mathurin,Buddy Hield,Aaron Nesmith,Jalen Smith,Andrew Nembhard,T.J. McConnell,,,,,
202,UTA,2024,Lauri Markkanen,Jordan Clarkson,John Collins,Talen Horton-Tucker,Walker Kessler,Keyonte George,Collin Sexton,Kelly Olynyk,Ochai Agbaji,Simone Fontecchio,Luka Šamanić,Omer Yurtseven,,,
203,MIN,2024,Anthony Edwards,Karl-Anthony Towns,Rudy Gobert,Mike Conley,Jaden McDaniels,Kyle Anderson,Naz Reid,Nickeil Alexander-Walker,Shake Milton,Josh Minott,Troy Brown Jr.,Jordan McLaughlin,Daishen Nix,,
204,ATL,2024,Trae Young,Dejounte Murray,Jalen Johnson,De'Andre Hunter,Clint Capela,Saddiq Bey,Bogdan Bogdanović,Onyeka Okongwu,Garrison Mathews,,,,,,
205,NOP,2024,CJ McCollum,Herbert Jones,Zion Williamson,Brandon Ingram,Jonas Valančiūnas,Jordan Hawkins,Dyson Daniels,Matt Ryan,Larry Nance Jr.,Kira Lewis Jr.,E.J. Liddell,,,,
206,LAL,2024,LeBron James,D'Angelo Russell,Austin Reaves,Anthony Davis,Cam Reddish,Christian Wood,Max Christie,Jaxson Hayes,Colin Castleton,Alex Fudge,D'Moi Hodge,Maxwell Lewis,,,
207,ORL,2024,Paolo Banchero,Franz Wagner,Anthony Black,Jalen Suggs,Goga Bitadze,Joe Ingles,Cole Anthony,Moritz Wagner,Jonathan Isaac,Admiral Schofield,Caleb Houstan,Jett Howard,Chuma Okeke,,
208,PHO,2024,Kevin Durant,Eric Gordon,Grayson Allen,Keita Bates-Diop,Jusuf Nurkić,Josh Okogie,Yuta Watanabe,Drew Eubanks,Jordan Goodwin,Chimezie Metu,Nassir Little,Saben Lee,,,
209,PHI,2024,Tyrese Maxey,Kelly Oubre Jr.,Tobias Harris,Joel Embiid,De'Anthony Melton,Robert Covington,Furkan Korkmaz,Paul Reed,Patrick Beverley,Jaden Springer,Mo Bamba,KJ Martin,,,
210,GSW,2024,Klay Thompson,Stephen Curry,Draymond Green,Andrew Wiggins,Kevon Looney,Chris Paul,Jonathan Kuminga,Moses Moody,Dario Šarić,Gary Payton II,Trayce Jackson-Davis,Brandin Podziemski,Cory Joseph,,
211,CLE,2024,Max Strus,Donovan Mitchell,Darius Garland,Evan Mobley,Jarrett Allen,Caris LeVert,Georges Niang,Dean Wade,Tristan Thompson,Damian Jones,Sam Merrill,,,,
212,CHO,2024,LaMelo Ball,Brandon Miller,P.J. Washington,Gordon Hayward,Mark Williams,Théo Maledon,Nick Richards,JT Thor,Bryce McGowens,Ish Smith,,,,,
213,DAL,2024,Luka Dončić,Kyrie Irving,Dereck Lively II,Grant Williams,Derrick Jones Jr.,Tim Hardaway Jr.,Josh Green,Dwight Powell,Jaden Hardy,Dante Exum,,,,,
214,PHO,2024,Kevin Durant,Eric Gordon,Grayson Allen,Jusuf Nurkić,Keita Bates-Diop,Josh Okogie,Jordan Goodwin,Yuta Watanabe,Drew Eubanks,Saben Lee,Bol Bol,Udoka Azubuike,Chimezie Metu,,
215,DET,2024,Cade Cunningham,Ausar Thompson,Isaiah Stewart,Killian Hayes,Jalen Duren,Marcus Sasser,Joe Harris,Marvin Bagley III,Stanley Umude,Malcolm Cazalon,Jared Rhoden,,,,
216,MEM,2024,Jaren Jackson Jr.,Desmond Bane,Marcus Smart,Ziaire Williams,Bismack Biyombo,Luke Kennard,Santi Aldama,David Roddy,Jacob Gilyard,Kenneth Lofton Jr.,,,,,
217,POR,2024,Shaedon Sharpe,Malcolm Brogdon,Jerami Grant,Deandre Ayton,Matisse Thybulle,Toumani Camara,Skylar Mays,Jabari Walker,Robert Williams,,,,,,
218,TOR,2024,Scottie Barnes,Dennis Schröder,OG Anunoby,Pascal Siakam,Jakob Poeltl,Gary Trent Jr.,Otto Porter Jr.,Malachi Flynn,Gradey Dick,Jalen McDaniels,,,,,
219,SAS,2024,Zach Collins,Victor Wembanyama,Keldon Johnson,Jeremy Sochan,Malaki Branham,Tre Jones,Cedi Osman,Doug McDermott,Charles Bassey,Julian Champagnie,,,,,
220,MIL,2024,Giannis Antetokounmpo,Damian Lillard,Brook Lopez,Khris Middleton,Malik Beasley,Jae Crowder,Bobby Portis,Pat Connaughton,Cameron Payne,MarJon Beauchamp,,,,,
221,BRK,2024,Cam Thomas,Mikal Bridges,Dorian Finney-Smith,Ben Simmons,Spencer Dinwiddie,Royce O'Neale,Lonnie Walker IV,Dennis Smith Jr.,Day'Ron Sharpe,,,,,,
222,UTA,2024,Lauri Markkanen,Walker Kessler,Jordan Clarkson,John Collins,Talen Horton-Tucker,Kelly Olynyk,Keyonte George,Collin Sexton,Ochai Agbaji,Kris Dunn,Luka Šamanić,Omer Yurtseven,Simone Fontecchio,,
223,CHI,2024,Zach LaVine,Nikola Vučević,DeMar DeRozan,Coby White,Torrey Craig,Patrick Williams,Alex Caruso,Jevon Carter,Ayo Dosunmu,Andre Drummond,Dalen Terry,Julian Phillips,Terry Taylor,,
224,NOP,2024,Jordan Hawkins,Zion Williamson,Brandon Ingram,Herbert Jones,Jonas Valančiūnas,Matt Ryan,Dyson Daniels,Larry Nance Jr.,Kira Lewis Jr.,Cody Zeller,,,,,
225,DEN,2024,Nikola Jokić,Aaron Gordon,Kentavious Caldwell-Pope,Michael Porter Jr.,Reggie Jackson,Julian Strawther,Peyton Watson,Christian Braun,Collin Gillespie,Zeke Nnaji,,,,,
226,GSW,2024,Stephen Curry,Klay Thompson,Draymond Green,Kevon Looney,Andrew Wiggins,Gary Payton II,Chris Paul,Dario Šarić,Moses Moody,Jonathan Kuminga,,,,,
227,DET,2024,Cade Cunningham,Isaiah Stewart,Ausar Thompson,Killian Hayes,Marvin Bagley III,Marcus Sasser,Stanley Umude,James Wiseman,Jared Rhoden,,,,,,
228,SAC,2024,Domantas Sabonis,Keegan Murray,Davion Mitchell,Kevin Huerter,Harrison Barnes,Chris Duarte,Malik Monk,Keon Ellis,Colby Jones,Kessler Edwards,Sasha Vezenkov,JaVale McGee,Jordan Ford,Alex Len,
229,HOU,2024,Dillon Brooks,Fred VanVleet,Alperen Sengun,Jalen Green,Jabari Smith Jr.,Aaron Holiday,Jae'Sean Tate,Jock Landale,Cam Whitmore,Jermaine Samuels,Reggie Bullock,Nate Hinton,Boban Marjanović,Jeff Green,
230,SAS,2024,Malaki Branham,Keldon Johnson,Victor Wembanyama,Jeremy Sochan,Zach Collins,Doug McDermott,Tre Jones,Cedi Osman,Charles Bassey,Julian Champagnie,Devonte' Graham,Sandro Mamukelashvili,Dominick Barlow,Blake Wesley,
231,IND,2024,Obi Toppin,Tyrese Haliburton,Bruce Brown,Bennedict Mathurin,Myles Turner,Buddy Hield,Aaron Nesmith,Andrew Nembhard,Isaiah Jackson,Ben Sheppard,Jalen Smith,Jordan Nwora,T.J. McConnell,Jarace Walker,
232,LAL,2024,Austin Reaves,LeBron James,Taurean Prince,D'Angelo Russell,Anthony Davis,Christian Wood,Cam Reddish,Max Christie,,,,,,,
233,MIA,2024,Bam Adebayo,Jimmy Butler,Tyler Herro,Kyle Lowry,Haywood Highsmith,Duncan Robinson,Josh Richardson,Jaime Jaquez Jr.,Thomas Bryant,,,,,,
234,BOS,2024,Jayson Tatum,Jrue Holiday,Jaylen Brown,Al Horford,Kristaps Porziņģis,Sam Hauser,Payton Pritchard,Luke Kornet,Lamar Stevens,Svi Mykhailiuk,,,,,
235,MIN,2024,Jaden McDaniels,Rudy Gobert,Anthony Edwards,Mike Conley,Karl-Anthony Towns,Kyle Anderson,Naz Reid,Nickeil Alexander-Walker,Jordan McLaughlin,Shake Milton,,,,,
236,LAC,2024,Paul George,Kawhi Leonard,James Harden,Russell Westbrook,Ivica Zubac,Norman Powell,Bones Hyland,P.J. Tucker,Mason Plumlee,Moussa Diabaté,Kobe Brown,Amir Coffey,,,
237,NYK,2024,Julius Randle,Jalen Brunson,Mitchell Robinson,RJ Barrett,Quentin Grimes,Josh Hart,Immanuel Quickley,Donte DiVincenzo,Isaiah Hartenstein,,,,,,
238,ATL,2024,Trae Young,Jalen Johnson,Dejounte Murray,De'Andre Hunter,Clint Capela,Bogdan Bogdanović,Saddiq Bey,Onyeka Okongwu,Garrison Mathews,,,,,,
239,OKC,2024,Shai Gilgeous-Alexander,Jalen Williams,Chet Holmgren,Luguentz Dort,Josh Giddey,Cason Wallace,Isaiah Joe,Jaylin Williams,Ousmane Dieng,Aaron Wiggins,,,,,
240,DAL,2024,Kyrie Irving,Luka Dončić,Grant Williams,Derrick Jones Jr.,Dereck Lively II,Tim Hardaway Jr.,Dwight Powell,Josh Green,Jaden Hardy,,,,,,
241,ORL,2024,Paolo Banchero,Franz Wagner,Anthony Black,Jalen Suggs,Goga Bitadze,Cole Anthony,Moritz Wagner,Joe Ingles,Caleb Houstan,,,,,,
242,WAS,2024,Tyus Jones,Jordan Poole,Kyle Kuzma,Daniel Gafford,Deni Avdija,Bilal Coulibaly,Corey Kispert,Johnny Davis,Eugene Omoruyi,Ryan Rollins,Anthony Gill,Delon Wright,Danilo Gallinari,Mike Muscala,
243,PHI,2024,Tyrese Maxey,Tobias Harris,Joel Embiid,Kelly Oubre Jr.,De'Anthony Melton,Nicolas Batum,Furkan Korkmaz,Paul Reed,Jaden Springer,Patrick Beverley,Danuel House Jr.,Marcus Morris,Robert Covington,Mo Bamba,KJ Martin
244,LAC,2024,Paul George,James Harden,Kawhi Leonard,Russell Westbrook,Ivica Zubac,Norman Powell,P.J. Tucker,Terance Mann,Bones Hyland,,,,,,
245,BRK,2024,Dorian Finney-Smith,Mikal Bridges,Royce O'Neale,Spencer Dinwiddie,Cam Thomas,Lonnie Walker IV,Dennis Smith Jr.,Day'Ron Sharpe,Trendon Watford,,,,,,
246,PHO,2024,Kevin Durant,Jusuf Nurkić,Grayson Allen,Keita Bates-Diop,Bradley Beal,Eric Gordon,Josh Okogie,Yuta Watanabe,Jordan Goodwin,Drew Eubanks,,,,,
247,CHI,2024,Nikola Vučević,Zach LaVine,DeMar DeRozan,Coby White,Torrey Craig,Alex Caruso,Patrick Williams,Jevon Carter,Andre Drummond,Ayo Dosunmu,,,,,
248,WAS,2024,Kyle Kuzma,Deni Avdija,Jordan Poole,Tyus Jones,Daniel Gafford,Bilal Coulibaly,Delon Wright,Corey Kispert,Danilo Gallinari,Landry Shamet,Anthony Gill,Ryan Rollins,Johnny Davis,Eugene Omoruyi,
249,CHO,2024,LaMelo Ball,P.J. Washington,Gordon Hayward,Brandon Miller,Mark Williams,JT Thor,Théo Maledon,Nick Richards,Bryce McGowens,Ish Smith,Nick Smith Jr.,Leaky Black,,,
250,TOR,2024,Scottie Barnes,Pascal Siakam,OG Anunoby,Dennis Schröder,Jakob Poeltl,Gary Trent Jr.,Otto Porter Jr.,Chris Boucher,Malachi Flynn,Gradey Dick,,,,,
